This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Developed.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
201808  ,-0.45  ,-0.41   ,1.70  ,-1.24   ,0.99   ,3.54
201809  ,-0.81  ,-0.77  ,-0.45   ,0.33   ,0.49   ,1.13
201810  ,-9.76  ,-8.66 ,-11.78  ,-6.77  ,-7.00  ,-9.67
201811   ,0.75   ,0.23  ,-0.33   ,1.09   ,2.72  ,-0.97
201812  ,-9.68  ,-7.51  ,-8.21  ,-8.28  ,-7.33  ,-6.83
201901  ,10.40   ,6.36   ,7.19  ,11.09   ,6.81   ,6.60
201902   ,3.31   ,3.03   ,3.44   ,2.76   ,3.00   ,3.35
201903  ,-2.26  ,-1.22   ,0.33  ,-1.10   ,1.65   ,2.09
201904   ,3.70   ,2.38   ,1.71   ,5.69   ,4.01   ,2.08
201905  ,-8.40  ,-5.20  ,-2.86 ,-10.58  ,-5.73  ,-2.76
201906   ,5.12   ,4.32   ,4.38   ,7.54   ,6.27   ,6.15
201907  ,-1.43  ,-0.75   ,0.16  ,-0.18   ,0.47   ,0.24
201908  ,-6.04  ,-2.49  ,-2.45  ,-5.27  ,-2.20  ,-0.21
201909   ,4.43   ,2.30  ,-0.57   ,3.58   ,3.08  ,-0.25
201910   ,2.99   ,4.24   ,3.38   ,3.98   ,3.13   ,1.13
201911   ,3.28   ,2.09   ,3.22   ,4.13   ,2.69   ,2.12
201912   ,4.79   ,3.77   ,5.09   ,3.05   ,2.86   ,3.27
202001  ,-5.14  ,-3.01  ,-2.14  ,-3.61  ,-0.71   ,1.71
202002  ,-9.95  ,-9.36 ,-10.11  ,-8.08  ,-8.78  ,-7.57



  Average Equal Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011  ,-0.07  ,-2.15  ,-1.40  ,-3.93  ,-4.05  ,-4.42
199012  ,-2.17   ,0.06   ,0.11   ,2.53   ,1.28  ,-1.33
199101   ,4.84   ,0.40   ,1.35   ,3.31   ,1.48   ,1.57
199102  ,15.89   ,9.64   ,9.08  ,15.51  ,10.67   ,7.92
199103   ,3.34   ,0.83   ,4.32  ,-2.10  ,-2.22  ,-0.54
199104   ,1.05   ,1.73   ,2.13   ,0.54   ,1.04   ,0.58
199105  ,-0.74   ,0.18   ,1.75   ,1.14   ,1.04   ,1.07
199106  ,-4.39  ,-3.17  ,-3.37  ,-6.03  ,-5.52  ,-4.41
199107   ,1.52   ,2.50   ,4.44   ,1.96   ,2.83   ,4.90
199108  ,-0.78  ,-0.09   ,2.52  ,-2.35  ,-2.13  ,-0.56
199109   ,2.94   ,3.78   ,5.73   ,3.06   ,4.68   ,4.71
199110   ,0.70   ,1.41   ,3.72   ,0.46   ,1.17   ,1.95
199111  ,-2.10  ,-1.91  ,-1.38  ,-5.77  ,-4.97  ,-5.21
199112   ,0.27   ,2.84   ,4.45   ,4.35   ,6.09   ,7.79
199201   ,5.49   ,3.65   ,6.87  ,-0.39  ,-0.58   ,0.54
199202   ,2.55   ,1.86   ,2.98  ,-1.28  ,-0.90  ,-0.44
199203  ,-3.91  ,-2.10  ,-2.63  ,-5.47  ,-4.90  ,-4.86
199204  ,-1.17  ,-1.39  ,-0.93  ,-0.34  ,-0.75  ,-0.72
199205   ,5.06   ,5.22   ,3.65   ,4.65   ,5.25   ,5.01
199206  ,-3.77  ,-1.40  ,-1.65  ,-5.04  ,-2.82  ,-2.65
199207  ,-2.78  ,-1.24   ,0.55  ,-3.80  ,-1.03  ,-1.61
199208  ,-1.09   ,0.13  ,-1.35   ,2.17   ,2.50   ,2.00
199209  ,-3.40  ,-1.50  ,-0.84  ,-4.32  ,-1.14   ,0.14
199210  ,-4.20  ,-4.63  ,-1.97  ,-2.31  ,-3.39  ,-2.13
199211   ,1.19   ,0.36   ,3.64   ,1.21   ,1.61   ,1.79
199212   ,3.13   ,2.77   ,6.25   ,0.47   ,1.09   ,1.89
199301   ,4.98   ,3.64   ,7.32   ,1.32   ,0.90   ,1.65
199302   ,2.69   ,3.11   ,3.13   ,1.81   ,2.41   ,1.61
199303   ,7.37   ,6.69   ,7.95   ,7.94   ,6.72   ,8.10
199304   ,6.12   ,6.00   ,6.02   ,6.48   ,5.18   ,4.31
199305   ,6.55   ,6.31   ,5.88   ,3.73   ,3.49   ,4.49
199306  ,-2.05  ,-1.90   ,1.44  ,-4.11  ,-2.28  ,-1.28
199307   ,2.09   ,1.81   ,3.21   ,1.85   ,2.37   ,3.01
199308   ,5.57   ,5.69   ,5.07   ,4.60   ,4.75   ,6.06
199309   ,0.73   ,0.60  ,-0.06  ,-2.32  ,-1.17  ,-0.20
199310   ,2.49   ,1.69   ,3.88   ,0.72   ,0.25  ,-0.02
199311  ,-1.37  ,-3.14  ,-3.88  ,-4.69  ,-6.14  ,-7.35
199312   ,3.64   ,4.69   ,6.10   ,4.87   ,5.12   ,5.85
199401  ,10.17   ,9.88  ,11.69   ,9.26   ,7.12   ,8.26
199402   ,1.47   ,1.61   ,1.29  ,-0.29  ,-0.46  ,-0.38
199403  ,-1.68  ,-1.53  ,-3.55  ,-1.19  ,-2.56  ,-3.36
199404   ,1.27   ,2.59   ,1.73   ,2.63   ,2.92   ,2.45
199405  ,-0.41  ,-0.04  ,-1.17   ,0.02  ,-0.82  ,-1.44
199406  ,-0.99   ,0.25  ,-1.80   ,0.58   ,0.47  ,-0.15
199407   ,0.59   ,1.03   ,1.82   ,1.96   ,1.79   ,1.57
199408   ,1.77   ,1.90   ,1.76   ,2.19   ,2.15   ,2.48
199409   ,0.30   ,0.00   ,0.86  ,-3.09  ,-2.47  ,-1.57
199410  ,-0.63   ,0.63   ,1.09   ,1.09   ,1.53   ,2.00
199411  ,-5.93  ,-4.98  ,-4.70  ,-4.63  ,-5.32  ,-5.81
199412  ,-1.89   ,0.58   ,1.44   ,0.92   ,1.50   ,1.87
199501   ,0.14  ,-0.58  ,-0.93  ,-1.82  ,-1.21  ,-3.50
199502   ,1.00   ,1.11   ,1.75   ,0.69   ,0.90   ,1.16
199503   ,0.84   ,2.98   ,3.43   ,4.12   ,3.50   ,3.21
199504   ,2.25   ,1.82   ,2.29   ,2.48   ,2.55   ,3.19
199505   ,0.55   ,0.39   ,0.47  ,-0.15  ,-0.11  ,-0.53
199506   ,1.19   ,1.44   ,4.08  ,-0.20  ,-0.07   ,2.60
199507   ,4.53   ,3.90   ,5.26   ,5.85   ,4.67   ,5.34
199508   ,2.23   ,0.70   ,1.88  ,-0.61  ,-1.06  ,-1.52
199509   ,0.36   ,1.97   ,3.36  ,-0.65   ,1.13   ,2.78
199510  ,-4.04  ,-1.20  ,-2.58  ,-3.85  ,-1.65  ,-0.99
199511  ,-0.52   ,0.84   ,2.20   ,2.30   ,2.52   ,2.61
199512   ,1.97   ,2.45   ,2.74   ,3.12   ,2.86   ,1.35
199601   ,4.02   ,2.06   ,3.09   ,2.01   ,1.56   ,0.83
199602   ,3.70   ,2.85   ,4.73   ,1.63   ,1.27   ,2.58
