This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Emerging_Markets.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
1993  ,77.06 ,144.39 ,156.15  ,73.12  ,91.13  ,91.79
1994   ,4.22   ,3.87  ,-7.98 ,-16.51 ,-12.43  ,-9.41
1995 ,-20.58  ,-3.69   ,8.02 ,-14.47  ,-6.73   ,2.44
1996   ,7.57  ,20.74  ,31.15   ,8.45   ,6.67  ,13.10
1997 ,-26.75 ,-21.06 ,-12.35 ,-29.57 ,-15.52  ,-6.97
1998  ,-1.74 ,-15.49 ,-20.38 ,-17.36 ,-24.82 ,-21.26
1999  ,43.15  ,60.98 ,100.32  ,60.65  ,67.56  ,80.43
2000 ,-29.74 ,-25.01 ,-40.19 ,-35.76 ,-29.75 ,-32.22
2001   ,3.31   ,4.68   ,2.85 ,-15.67   ,4.63  ,-2.30
2002 ,-10.32  ,10.40   ,8.20 ,-13.93  ,-5.56   ,5.63
2003  ,42.46  ,54.84  ,65.57  ,56.99  ,49.40  ,69.22
2004  ,19.13  ,37.49  ,42.74  ,19.62  ,33.63  ,28.54
2005  ,24.94  ,43.51  ,54.86  ,29.87  ,36.93  ,40.06
2006  ,26.95  ,41.70  ,35.71  ,33.52  ,31.26  ,35.41
2007  ,27.87  ,44.93  ,48.76  ,29.63  ,41.20  ,50.50
2008 ,-60.42 ,-55.07 ,-55.39 ,-53.91 ,-51.84 ,-54.72
2009 ,146.46 ,104.18  ,82.88 ,110.39  ,76.00  ,66.95
2010  ,20.27  ,32.19  ,32.05  ,17.76  ,20.95  ,32.42
2011 ,-32.83 ,-18.52 ,-16.28 ,-25.75 ,-16.21 ,-14.04
2012   ,9.86  ,25.14  ,28.18  ,10.52  ,18.85  ,27.58
2013  ,-7.26   ,8.49  ,14.79  ,-5.18  ,-0.71   ,5.76
2014  ,-4.65   ,4.24   ,9.11  ,-3.60   ,2.61   ,0.07
2015 ,-12.85   ,0.98  ,-0.03 ,-16.34 ,-11.73  ,-5.52
2016   ,8.32   ,9.31   ,5.07  ,12.12   ,8.66   ,8.60
2017  ,17.84  ,29.59  ,38.72  ,20.75  ,31.66  ,55.44
2018 ,-20.72 ,-14.50 ,-17.16 ,-16.22 ,-11.39 ,-14.84
2019   ,2.95  ,11.11  ,17.03  ,16.13  ,17.44  ,18.94



  Average Equal Weighted Returns -- Annual
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
1990  ,-5.91  ,11.03 ,-11.62 ,-12.95  ,-1.76 ,-11.71
1991  ,20.99  ,25.02  ,10.08  ,23.77  ,27.51  ,25.86
1992  ,42.41  ,29.19  ,28.21  ,13.97   ,1.03  ,10.08
1993  ,38.91  ,70.06  ,57.40  ,55.18  ,58.63  ,62.21
1994  ,44.34  ,30.98  ,22.15   ,1.16   ,5.74   ,5.51
1995 ,-18.49 ,-15.02 ,-14.85 ,-17.86 ,-16.59 ,-13.49
1996  ,-1.80  ,13.81  ,24.89  ,-8.25   ,0.60  ,10.73
1997 ,-35.63 ,-30.99 ,-29.43 ,-53.29 ,-43.08 ,-32.11
1998  ,60.73  ,18.99   ,2.34  ,28.38   ,2.98  ,-2.93
1999 ,115.89  ,95.95 ,126.26  ,65.44  ,74.22  ,90.48
2000 ,-12.15 ,-12.43 ,-18.22 ,-35.80 ,-31.42 ,-39.83
2001   ,2.01   ,8.09   ,7.02  ,-1.96   ,6.09  ,11.15
2002  ,-1.17  ,14.74  ,16.42  ,-9.43   ,3.99   ,7.51
2003  ,56.14  ,69.19  ,75.15  ,59.23  ,68.25  ,83.17
2004  ,26.01  ,39.23  ,56.76  ,20.91  ,28.34  ,28.58
2005  ,32.77  ,68.43  ,76.89  ,14.61  ,29.37  ,41.61
2006  ,32.30  ,40.05  ,49.95  ,29.93  ,37.79  ,44.52
2007  ,58.46  ,75.13  ,78.95  ,35.28  ,44.89  ,56.55
2008 ,-58.58 ,-50.54 ,-50.47 ,-56.49 ,-50.95 ,-54.63
2009 ,151.95  ,99.30  ,70.10 ,130.52  ,87.58  ,65.69
2010  ,27.46  ,39.17  ,39.60  ,23.44  ,33.90  ,34.44
2011 ,-28.48 ,-15.83 ,-17.69 ,-29.68 ,-17.69 ,-12.85
2012  ,15.76  ,23.69  ,27.41  ,19.15  ,24.03  ,32.55
2013  ,-1.55   ,7.95  ,14.61  ,-5.33   ,1.70  ,10.65
2014  ,12.95  ,19.75  ,27.25  ,-0.21   ,5.99   ,9.49
2015   ,0.31  ,11.34  ,13.50 ,-17.76  ,-7.22  ,-1.60
2016  ,10.37  ,13.62  ,10.89   ,7.71   ,6.07   ,4.65
2017  ,23.32  ,36.00  ,45.54  ,21.62  ,29.95  ,42.93
2018 ,-19.20 ,-12.58 ,-16.30 ,-17.96 ,-11.90 ,-15.69
2019  ,-2.18   ,8.24  ,12.23  ,11.53   ,8.38  ,16.89



  Number of Firms in Portfolios
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199001     ,75     ,64     ,25     ,56     ,80     ,58
199002     ,72     ,67     ,31     ,60     ,83     ,61
199003     ,87     ,44     ,35     ,62     ,84     ,63
199004     ,83     ,52     ,33     ,62     ,84     ,62
199005     ,80     ,59     ,32     ,62     ,84     ,63
199006     ,68     ,72     ,33     ,62     ,83     ,63
199007     ,72     ,64     ,39     ,61     ,86     ,63
199008     ,67     ,75     ,31     ,62     ,84     ,63
199009     ,78     ,74     ,30     ,63     ,87     ,65
199010     ,68     ,74     ,37     ,65     ,90     ,67
199011     ,69     ,66     ,42     ,64     ,86     ,65
199012     ,77     ,72     ,44     ,70     ,92     ,70
199101     ,73     ,83     ,41     ,68     ,93     ,69
199102    ,123    ,104     ,48     ,98    ,130     ,94
199103    ,103    ,124     ,53     ,97    ,129     ,95
199104    ,119    ,116     ,51     ,98    ,130     ,98
199105    ,133    ,109     ,51     ,98    ,132     ,97
199106    ,120    ,110     ,63     ,99    ,132     ,98
199107    ,104    ,116     ,77    ,100    ,136    ,101
199108     ,98    ,111     ,97    ,101    ,135    ,100
199109    ,115    ,108     ,85     ,99    ,136     ,98
199110    ,137     ,95     ,63    ,103    ,144    ,103
199111    ,135    ,106     ,69    ,105    ,142    ,104
199112    ,113    ,117     ,78    ,110    ,146    ,108
199201    ,392    ,194    ,141    ,188    ,250    ,173
199202    ,386    ,248    ,139    ,199    ,272    ,196
199203    ,381    ,207    ,184    ,205    ,275    ,202
199204    ,381    ,236    ,136    ,216    ,289    ,208
199205    ,367    ,217    ,152    ,200    ,266    ,193
199206    ,358    ,259    ,131    ,231    ,295    ,214
199207    ,318    ,304    ,149    ,221    ,297    ,210
199208    ,334    ,262    ,179    ,227    ,296    ,210
199209    ,303    ,320    ,193    ,232    ,302    ,221
199210    ,293    ,333    ,198    ,231    ,307    ,222
199211    ,300    ,320    ,243    ,234    ,307    ,219
199212    ,354    ,286    ,230    ,228    ,306    ,216
199301    ,546    ,420    ,307    ,289    ,392    ,280
199302    ,529    ,464    ,320    ,303    ,412    ,294
199303    ,534    ,408    ,338    ,296    ,393    ,284
199304    ,578    ,413    ,322    ,316    ,431    ,306
199305    ,607    ,460    ,305    ,342    ,459    ,328
199306    ,661    ,454    ,257    ,351    ,461    ,337
199307    ,609    ,447    ,324    ,347    ,465    ,337
199308    ,636    ,439    ,304    ,352    ,482    ,340
199309    ,575    ,501    ,353    ,351    ,475    ,336
199310    ,689    ,458    ,334    ,363    ,496    ,350
199311    ,649    ,471    ,362    ,372    ,502    ,355
199312    ,656    ,443    ,410    ,369    ,493    ,351
199401    ,769    ,464    ,344    ,358    ,478    ,341
199402    ,902    ,454    ,263    ,363    ,475    ,337
199403    ,917    ,485    ,230    ,363    ,483    ,349
199404    ,858    ,467    ,242    ,370    ,501    ,356
199405    ,793    ,518    ,302    ,367    ,493    ,351
199406    ,899    ,453    ,274    ,370    ,501    ,352
199407    ,915    ,432    ,307    ,379    ,523    ,363
199408    ,945    ,449    ,292    ,388    ,528    ,367
199409    ,841    ,510    ,313    ,395    ,522    ,366
199410    ,929    ,495    ,323    ,404    ,539    ,374
199411    ,903    ,506    ,317    ,427    ,538    ,383
199412    ,801    ,516    ,390    ,434    ,548    ,390
199501    ,612    ,610    ,475    ,446    ,569    ,401
199502    ,576    ,659    ,625    ,476    ,604    ,430
199503    ,574    ,652    ,632    ,491    ,598    ,436
199504    ,731    ,756    ,742    ,526    ,656    ,473
199505    ,690    ,749    ,780    ,519    ,653    ,472
199506    ,717    ,800    ,715    ,515    ,643    ,464
199507    ,899    ,749    ,692    ,536    ,670    ,486
199508    ,936    ,732    ,637    ,545    ,673    ,485
199509    ,974    ,777    ,664    ,557    ,687    ,497
199510   ,1015    ,808    ,640    ,535    ,709    ,500
199511   ,1040    ,853    ,604    ,531    ,707    ,504
199512   ,1132    ,805    ,572    ,536    ,717    ,511
199601   ,1263    ,768    ,532    ,547    ,705    ,508
199602   ,1446    ,845    ,552    ,600    ,787    ,549
199603   ,1500    ,813    ,592    ,596    ,779    ,550
199604   ,1516    ,820    ,555    ,595    ,803    ,563
199605   ,1533    ,758    ,616    ,600    ,800    ,560
199606   ,1518    ,814    ,667    ,586    ,785    ,555
199607   ,1607    ,809    ,609    ,599    ,798    ,562
199608   ,1576    ,829    ,625    ,637    ,814    ,578
199609   ,1422   ,1007    ,665    ,621    ,835    ,583
199610   ,1453    ,972    ,654    ,637    ,863    ,596
199611   ,1462    ,898    ,718    ,662    ,862    ,611
199612   ,1460    ,878    ,796    ,670    ,843    ,612
199701   ,1369    ,905    ,871    ,666    ,856    ,615
199702   ,1380    ,952    ,793    ,668    ,890    ,631
199703   ,1395   ,1016    ,728    ,673    ,903    ,638
199704   ,1415   ,1029    ,699    ,685    ,903    ,646
199705   ,1414    ,959    ,823    ,692    ,904    ,642
199706   ,1460    ,958    ,812    ,675    ,896    ,638
199707   ,1510   ,1015    ,753    ,671    ,883    ,621
199708   ,1629   ,1088    ,634    ,671    ,883    ,626
199709   ,1703   ,1054    ,673    ,695    ,900    ,641
199710   ,1749   ,1029    ,689    ,667    ,891    ,631
199711   ,1741   ,1043    ,599    ,687    ,916    ,645
199712   ,1851   ,1075    ,575    ,663    ,895    ,619
199801   ,2152   ,1205    ,694    ,695    ,906    ,640
199802   ,2393   ,1186    ,673    ,686    ,905    ,641
199803   ,2402   ,1154    ,672    ,690    ,916    ,636
199804   ,2511   ,1149    ,653    ,706    ,920    ,647
199805   ,2568   ,1199    ,615    ,692    ,906    ,634
199806   ,2432   ,1188    ,715    ,709    ,926    ,664
199807   ,2256   ,1247    ,768    ,709    ,936    ,660
199808   ,2331   ,1201    ,791    ,713    ,919    ,659
199809   ,2295   ,1214    ,722    ,742    ,970    ,688
199810   ,2005   ,1330    ,870    ,730    ,959    ,688
199811   ,2121   ,1365    ,796    ,716    ,939    ,678
199812   ,2002   ,1421    ,887    ,727    ,962    ,694
199901   ,2045   ,1419   ,1041    ,697    ,926    ,654
199902   ,2063   ,1520   ,1015    ,693    ,916    ,647
199903   ,1926   ,1666   ,1048    ,669    ,897    ,637
199904   ,2131   ,1603   ,1007    ,663    ,909    ,634
199905   ,2214   ,1589   ,1010    ,662    ,895    ,628
199906   ,2308   ,1556    ,885    ,666    ,918    ,639
199907   ,2322   ,1583    ,810    ,669    ,912    ,637
199908   ,2273   ,1641    ,843    ,673    ,908    ,632
199909   ,2444   ,1489    ,754    ,670    ,897    ,626
199910   ,2357   ,1639    ,794    ,680    ,918    ,634
199911   ,2280   ,1620    ,891    ,666    ,899    ,627
199912   ,2529   ,1514    ,901    ,627    ,835    ,593
200001   ,2661   ,1538    ,864    ,591    ,802    ,565
200002   ,2667   ,1538    ,834    ,622    ,801    ,581
200003   ,2649   ,1582    ,813    ,631    ,820    ,584
200004   ,2289   ,1828   ,1029    ,612    ,821    ,585
200005   ,2127   ,1821   ,1165    ,634    ,838    ,601
200006   ,2015   ,2058   ,1274    ,631    ,838    ,590
200007   ,2064   ,2082   ,1305    ,625    ,841    ,593
200008   ,2109   ,1986   ,1310    ,625    ,844    ,594
200009   ,2304   ,1805   ,1276    ,626    ,840    ,588
200010   ,2265   ,1847   ,1289    ,631    ,848    ,596
200011   ,2180   ,1922   ,1334    ,636    ,837    ,590
200012   ,2078   ,1919   ,1460    ,630    ,849    ,598
200101   ,2152   ,1833   ,1650    ,623    ,824    ,587
200102   ,2199   ,1883   ,1552    ,615    ,829    ,584
200103   ,2435   ,1842   ,1227    ,656    ,893    ,631
200104   ,2421   ,1921   ,1101    ,669    ,928    ,644
200105   ,2358   ,2020   ,1065    ,661    ,902    ,629
200106   ,2448   ,1729   ,1088    ,621    ,846    ,595
200107   ,2515   ,1654   ,1116    ,634    ,869    ,608
200108   ,2508   ,1670   ,1081    ,643    ,875    ,611
200109   ,2588   ,1644   ,1074    ,656    ,881    ,619
200110   ,2595   ,1644    ,975    ,640    ,876    ,609
200111   ,2519   ,1681    ,990    ,633    ,876    ,610
200112   ,2587   ,1690   ,1071    ,617    ,822    ,587
200201   ,2555   ,1796   ,1082    ,592    ,792    ,565
200202   ,2564   ,1744   ,1096    ,610    ,801    ,577
200203   ,2693   ,1605   ,1138    ,598    ,799    ,568
200204   ,2706   ,1699   ,1001    ,600    ,813    ,571
200205   ,2694   ,1579   ,1112    ,617    ,810    ,580
200206   ,2628   ,1644   ,1184    ,611    ,817    ,585
200207   ,2724   ,1726   ,1092    ,613    ,834    ,589
200208   ,2525   ,1727   ,1213    ,623    ,826    ,595
200209   ,2618   ,1719   ,1170    ,609    ,820    ,586
200210   ,2760   ,1652   ,1043    ,605    ,823    ,581
200211   ,2672   ,1641   ,1171    ,602    ,808    ,577
200212   ,2591   ,1805   ,1167    ,596    ,808    ,575
200301   ,2597   ,1776   ,1211    ,588    ,790    ,570
200302   ,2645   ,1758   ,1184    ,605    ,809    ,580
200303   ,2468   ,1843   ,1339    ,602    ,815    ,583
200304   ,2554   ,1736   ,1391    ,599    ,801    ,577
200305   ,2621   ,1833   ,1235    ,600    ,812    ,580
200306   ,2823   ,1787   ,1154    ,607    ,830    ,583
200307   ,3198   ,1651   ,1026    ,623    ,827    ,590
200308   ,3537   ,1807   ,1095    ,618    ,831    ,592
200309   ,3414   ,1935   ,1224    ,603    ,810    ,583
200310   ,3608   ,1754   ,1125    ,605    ,796    ,575
200311   ,3804   ,1626   ,1069    ,595    ,782    ,562
200312   ,3865   ,1666   ,1075    ,601    ,804    ,575
200401   ,3927   ,1745   ,1125    ,599    ,804    ,574
200402   ,3909   ,1731   ,1142    ,597    ,796    ,575
200403   ,4015   ,1538   ,1162    ,604    ,780    ,570
200404   ,3910   ,1580   ,1203    ,596    ,790    ,568
200405   ,3992   ,1519   ,1185    ,616    ,803    ,583
200406   ,3779   ,1610   ,1289    ,611    ,792    ,578
200407   ,3860   ,1616   ,1243    ,594    ,794    ,563
200408   ,3971   ,1618   ,1162    ,602    ,805    ,575
200409   ,3667   ,1899   ,1265    ,594    ,792    ,572
200410   ,3680   ,1847   ,1425    ,604    ,797    ,573
200411   ,3432   ,1797   ,1825    ,608    ,792    ,575
200412   ,3572   ,1768   ,1778    ,618    ,811    ,584
200501   ,3610   ,1824   ,1873    ,620    ,833    ,594
200502   ,3391   ,1799   ,2059    ,641    ,858    ,612
200503   ,3291   ,1875   ,2137    ,654    ,870    ,618
200504   ,3203   ,1896   ,2216    ,655    ,886    ,629
200505   ,3339   ,1892   ,2099    ,661    ,886    ,630
200506   ,3323   ,1948   ,2165    ,660    ,871    ,627
200507   ,3233   ,1809   ,2415    ,666    ,879    ,632
200508   ,3361   ,1736   ,2464    ,665    ,887    ,628
200509   ,3190   ,1887   ,2571    ,665    ,893    ,636
200510   ,3198   ,1949   ,2581    ,646    ,876    ,615
200511   ,3368   ,1941   ,2253    ,668    ,885    ,632
200512   ,3338   ,2105   ,2154    ,657    ,864    ,618
200601   ,3483   ,2229   ,2014    ,645    ,854    ,614
200602   ,3807   ,2164   ,1858    ,644    ,847    ,612
200603   ,4006   ,2045   ,1752    ,637    ,853    ,609
200604   ,4149   ,2073   ,1558    ,635    ,855    ,614
200605   ,4391   ,1963   ,1466    ,643    ,867    ,619
200606   ,4167   ,2158   ,1449    ,646    ,872    ,625
200607   ,4161   ,2204   ,1486    ,635    ,859    ,612
200608   ,4291   ,2054   ,1445    ,629    ,855    ,608
200609   ,4206   ,2296   ,1364    ,627    ,850    ,606
200610   ,4311   ,2101   ,1512    ,638    ,856    ,617
200611   ,4586   ,1914   ,1451    ,653    ,885    ,629
200612   ,4561   ,1901   ,1526    ,664    ,898    ,635
200701   ,4395   ,2054   ,1688    ,677    ,884    ,641
200702   ,4363   ,2200   ,1652    ,677    ,911    ,650
200703   ,4016   ,2266   ,1883    ,689    ,933    ,666
200704   ,3597   ,2549   ,2047    ,708    ,928    ,674
200705   ,3706   ,2513   ,2008    ,713    ,941    ,677
200706   ,4337   ,2052   ,1884    ,723    ,955    ,685
200707   ,4153   ,2203   ,1864    ,717    ,966    ,689
200708   ,3896   ,2421   ,1936    ,720    ,968    ,694
200709   ,4051   ,2334   ,2009    ,715    ,952    ,684
200710   ,4087   ,2365   ,2086    ,702    ,944    ,673
200711   ,4289   ,2363   ,1990    ,673    ,895    ,646
200712   ,4591   ,2430   ,1729    ,672    ,891    ,644
200801   ,4702   ,2595   ,1782    ,689    ,924    ,661
200802   ,4567   ,2581   ,1881    ,688    ,920    ,664
200803   ,4784   ,2450   ,1815    ,692    ,930    ,665
200804   ,4851   ,2445   ,1699    ,687    ,926    ,663
200805   ,4741   ,2634   ,1685    ,676    ,912    ,656
200806   ,4741   ,2628   ,1741    ,682    ,927    ,659
200807   ,4509   ,2936   ,1658    ,691    ,914    ,662
200808   ,4142   ,3139   ,1923    ,698    ,934    ,669
200809   ,4361   ,2973   ,1894    ,697    ,921    ,665
200810   ,4244   ,2985   ,1925    ,682    ,900    ,654
200811   ,3673   ,3003   ,2524    ,660    ,882    ,637
200812   ,3650   ,3228   ,2238    ,667    ,892    ,639
200901   ,3862   ,3126   ,2250    ,662    ,886    ,637
200902   ,4244   ,2853   ,2089    ,675    ,893    ,646
200903   ,4041   ,2915   ,2028    ,677    ,896    ,643
200904   ,3795   ,3047   ,2125    ,674    ,883    ,640
200905   ,3909   ,2848   ,2374    ,694    ,909    ,656
200906   ,3877   ,3052   ,2318    ,715    ,945    ,677
200907   ,4407   ,3194   ,1748    ,704    ,934    ,670
200908   ,4379   ,3057   ,1905    ,691    ,918    ,663
200909   ,4608   ,2772   ,1934    ,704    ,932    ,672
200910   ,4795   ,2541   ,2129    ,709    ,932    ,668
200911   ,4505   ,2646   ,1990    ,728    ,939    ,680
200912   ,4412   ,2734   ,2083    ,712    ,936    ,675
201001   ,4236   ,2837   ,2140    ,715    ,943    ,682
201002   ,4481   ,2821   ,2119    ,719    ,962    ,690
201003   ,4173   ,2962   ,2157    ,733    ,958    ,702
201004   ,3721   ,2926   ,2428    ,742    ,967    ,700
201005   ,3960   ,2753   ,2440    ,740    ,976    ,708
201006   ,3372   ,2702   ,2616    ,715    ,934    ,676
201007   ,3522   ,2631   ,2674    ,711    ,940    ,681
201008   ,3498   ,2598   ,2844    ,706    ,954    ,680
201009   ,3581   ,2505   ,2641    ,710    ,945    ,685
201010   ,3679   ,2605   ,2503    ,708    ,947    ,683
201011   ,4088   ,2312   ,2413    ,729    ,952    ,696
201012   ,3850   ,2466   ,2511    ,720    ,940    ,681
201101   ,4370   ,2531   ,2290    ,716    ,942    ,682
201102   ,4742   ,2392   ,1979    ,720    ,953    ,690
201103   ,4389   ,2403   ,1994    ,721    ,954    ,687
201104   ,4142   ,2495   ,2089    ,690    ,908    ,658
201105   ,4911   ,2296   ,1720    ,712    ,940    ,680
201106   ,4626   ,2468   ,1818    ,713    ,941    ,681
201107   ,4666   ,2510   ,1835    ,707    ,947    ,683
201108   ,4891   ,2408   ,1697    ,711    ,965    ,688
201109   ,4640   ,2684   ,1755    ,704    ,958    ,686
201110   ,4467   ,2779   ,1861    ,685    ,947    ,673
201111   ,4423   ,2798   ,2188    ,688    ,931    ,670
201112   ,4538   ,3115   ,1719    ,694    ,938    ,669
201201   ,4322   ,2923   ,2154    ,705    ,932    ,673
201202   ,4361   ,3051   ,1876    ,686    ,941    ,672
201203   ,4478   ,2826   ,1726    ,688    ,922    ,665
201204   ,4349   ,2966   ,2227    ,708    ,951    ,681
201205   ,4399   ,2746   ,2071    ,705    ,950    ,678
201206   ,4208   ,2849   ,2120    ,710    ,945    ,684
201207   ,4036   ,2922   ,2528    ,712    ,932    ,684
201208   ,4375   ,2633   ,2333    ,701    ,929    ,675
201209   ,4279   ,2855   ,2131    ,709    ,941    ,685
201210   ,4390   ,3000   ,2252    ,708    ,941    ,680
201211   ,4562   ,2639   ,2172    ,709    ,937    ,679
201212   ,4897   ,2572   ,2222    ,697    ,932    ,673
201301   ,4791   ,2636   ,2028    ,705    ,933    ,676
201302   ,4808   ,2649   ,1987    ,714    ,945    ,682
201303   ,4894   ,2813   ,1987    ,708    ,942    ,687
201304   ,4801   ,2584   ,1972    ,715    ,956    ,694
201305   ,4912   ,2580   ,1917    ,715    ,945    ,690
201306   ,5150   ,2515   ,1870    ,727    ,974    ,703
201307   ,4710   ,2668   ,1925    ,724    ,965    ,695
201308   ,4507   ,2851   ,1916    ,723    ,972    ,699
201309   ,4550   ,2834   ,2068    ,721    ,949    ,689
201310   ,4208   ,2931   ,2149    ,717    ,955    ,687
201311   ,4270   ,3301   ,2005    ,712    ,955    ,687
201312   ,4295   ,3170   ,2130    ,727    ,961    ,691
201401   ,4322   ,3146   ,2185    ,751    ,985    ,713
201402   ,4504   ,3067   ,2215    ,777    ,996    ,730
201403   ,4112   ,3295   ,2397    ,778   ,1024    ,739
201404   ,3994   ,3249   ,2558    ,790   ,1029    ,746
201405   ,4061   ,3164   ,2590    ,785   ,1038    ,749
201406   ,4299   ,2717   ,2857    ,788   ,1038    ,752
201407   ,4212   ,2685   ,2828    ,813   ,1056    ,770
201408   ,4117   ,2922   ,2752    ,805   ,1065    ,769
201409   ,4200   ,2831   ,2776    ,794   ,1058    ,764
201410   ,4392   ,2776   ,2825    ,817   ,1075    ,784
201411   ,4119   ,2968   ,3006    ,806   ,1068    ,772
201412   ,4024   ,2855   ,3020    ,798   ,1057    ,768
201501   ,4351   ,2913   ,2834    ,809   ,1086    ,781
201502   ,4446   ,2993   ,2448    ,821   ,1081    ,788
201503   ,4571   ,2873   ,2525    ,809   ,1079    ,787
201504   ,4452   ,2792   ,2570    ,817   ,1070    ,791
201505   ,4624   ,2971   ,2221    ,824   ,1097    ,797
201506   ,4547   ,2869   ,2371    ,828   ,1101    ,804
201507   ,4565   ,2860   ,2286    ,816   ,1090    ,793
201508   ,4614   ,2987   ,2233    ,815   ,1089    ,792
201509   ,4240   ,3054   ,2292    ,803   ,1057    ,770
201510   ,4434   ,3204   ,2116    ,823   ,1087    ,794
201511   ,4151   ,3231   ,2351    ,823   ,1097    ,800
201512   ,4043   ,3256   ,2447    ,832   ,1110    ,806
201601   ,3818   ,3371   ,2745    ,837   ,1126    ,817
201602   ,3642   ,3282   ,2947    ,834   ,1103    ,806
201603   ,3515   ,3138   ,3153    ,825   ,1104    ,804
201604   ,3539   ,2985   ,3337    ,821   ,1102    ,800
201605   ,3917   ,2999   ,2904    ,843   ,1132    ,819
201606   ,3732   ,3000   ,3115    ,836   ,1132    ,815
201607   ,3694   ,3185   ,3033    ,837   ,1119    ,821
201608   ,3862   ,3022   ,2842    ,831   ,1124    ,812
201609   ,3730   ,3255   ,2995    ,835   ,1114    ,813
201610   ,3984   ,3345   ,2650    ,842   ,1145    ,828
201611   ,4079   ,3198   ,2747    ,845   ,1127    ,821
201612   ,4093   ,3170   ,2803    ,848   ,1135    ,824
201701   ,4357   ,3128   ,2593    ,862   ,1150    ,833
201702   ,4410   ,2969   ,2726    ,856   ,1152    ,831
201703   ,4215   ,3118   ,2848    ,850   ,1148    ,831
201704   ,4245   ,3029   ,2914    ,857   ,1153    ,830
201705   ,4609   ,2796   ,2834    ,843   ,1144    ,823
201706   ,4334   ,3085   ,2841    ,829   ,1133    ,809
201707   ,4721   ,2984   ,2830    ,859   ,1175    ,842
201708   ,4919   ,2845   ,2854    ,842   ,1143    ,827
201709   ,4852   ,3087   ,2692    ,835   ,1137    ,820
201710   ,5291   ,2879   ,2478    ,847   ,1125    ,823
201711   ,5424   ,2767   ,2453    ,842   ,1130    ,822
201712   ,5426   ,2895   ,2326    ,855   ,1141    ,832
201801   ,5667   ,2708   ,2345    ,853   ,1130    ,831
201802   ,5713   ,2771   ,2301    ,845   ,1114    ,825
201803   ,5622   ,2754   ,2382    ,851   ,1139    ,834
201804   ,5528   ,2899   ,2345    ,861   ,1132    ,834
201805   ,5455   ,3001   ,2274    ,854   ,1137    ,831
201806   ,5261   ,3065   ,2383    ,864   ,1145    ,836
201807   ,5166   ,3306   ,2249    ,865   ,1125    ,826
201808   ,5053   ,3374   ,2359    ,849   ,1112    ,822
201809   ,5162   ,3304   ,2343    ,847   ,1109    ,815
201810   ,5272   ,3311   ,2248    ,832   ,1094    ,803
201811   ,5116   ,3539   ,2222    ,809   ,1088    ,789
201812   ,5267   ,3349   ,2295    ,823   ,1111    ,803
201901   ,5339   ,3139   ,2406    ,832   ,1110    ,812
201902   ,5247   ,3215   ,2429    ,828   ,1111    ,809
201903   ,5495   ,3294   ,2120    ,832   ,1105    ,811
201904   ,5672   ,3102   ,2123    ,837   ,1126    ,819
201905   ,5680   ,3121   ,2134    ,836   ,1108    ,813
201906   ,5706   ,3199   ,1981    ,841   ,1127    ,816
201907   ,5594   ,3456   ,2019    ,850   ,1141    ,831
201908   ,5619   ,3441   ,2060    ,843   ,1142    ,824
201909   ,5581   ,3400   ,2084    ,846   ,1141    ,828
201910   ,5469   ,3607   ,2072    ,845   ,1120    ,822
201911   ,5315   ,3694   ,2169    ,850   ,1113    ,814
201912   ,5666   ,3479   ,2116    ,832   ,1115    ,810
202001   ,5725   ,3407   ,2153    ,828   ,1118    ,804
202002   ,5977   ,3157   ,2182    ,842   ,1120    ,809



  Average Firm Size
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199001       ,26.40       ,31.26       ,36.04      ,247.40      ,268.01      ,270.35
199002       ,23.65       ,31.16       ,40.03      ,251.08      ,312.26      ,254.94
199003       ,27.15       ,30.47       ,45.79      ,303.34      ,258.89      ,286.87
199004       ,23.21       ,30.17       ,44.40      ,283.54      ,267.92      ,266.84
199005       ,24.55       ,29.93       ,33.31      ,261.03      ,283.29      ,259.59
199006       ,26.79       ,30.31       ,33.54      ,282.82      ,274.56      ,332.16
199007       ,27.46       ,30.48       ,32.06      ,273.22      ,336.35      ,295.28
199008       ,30.11       ,34.20       ,33.37      ,276.13      ,399.03      ,293.09
199009       ,26.29       ,30.40       ,30.75      ,245.11      ,325.75      ,306.19
199010       ,23.67       ,28.42       ,26.79      ,250.68      ,257.29      ,259.95
199011       ,28.71       ,26.18       ,25.66      ,264.28      ,285.86      ,243.83
199012       ,33.95       ,31.56       ,27.13      ,243.81      ,273.76      ,281.11
199101       ,32.39       ,33.42       ,25.33      ,224.24      ,301.06      ,332.60
